tracks
id;title;popularity;duration_ms;explicit;artists;id_artists;release_date
44tvGaqisGSy4Qy45vd0CF;Thousand Pieces (FYHYM2019);1;83477;0;['A & Z', 'Claudiu Adam', 'Clara Yates'];['22y1A8uijPBYxDPOrMWZPb', '78JtIs2G2CpfOZadEs1sUK', '5Ny5rgjblitALAHGH2ICG0'];2020-01-05

1932nBdtEgMpDGkpl93cS4;Saving Angel (FYHYM2019);1;125216;0;['RAM', 'Stine Grove'];['4f0a5IgkYFHFts5Z9N9SDX', '51GkQKgac6wqdicVA2DvPu'];2020-01-05

4cB00WOFuQFLoDpnydcx8c;7UP;62;203555;0;['Boy In Space'];['0xu4jAQQv7ZAqvFGdc9HgP'];2019-05-30

44r4zta6P9flkhKaVnbsvG;Freaks;70;174800;0;['Jordan Clarke'];['14Y3trk7LaslSFTk1G35rx'];2019-02-25

0mDsJ6a7qY3DWbCAHancPj;King - Acoustic;2;243987;0;['Years & Years'];['5vBSrE1xujD2FXYRarbAXc'];2020-06-26

1uviKYHZuM4uINK33F7sCt;Fix It to Break It;70;198799;0;['Clinton Kane'];['7okSU80WTrn4LXlyXYbX3P'];2020-03-27

1fXmDeiCb3ABt5CzkMxp4u;Lotus Inn;63;195868;0;"[""Why Don't We""]";['2jnIB6XdLvnJUeNTy5A0J2'];2020-12-04

6sHxpnCerm9M6A5zaFFNfs;Gone;66;205462;0;['Blake Rose'];['7wLyGTO9vUS7ndlq4BvBGe'];2020-02-07

1dKxf4Ht2SsKLyXfSDJAgy;The Cutest Puppy;67;82500;0;['Laureen Conrad'];['7vgGpuiXdNlCmc994PlMlz'];2020-10-30

4SMp3hkQV64IoaaKsBQoBo;Edelweiss;65;123500;0;['Ludovico Sagese'];['1dygDSkQGQOfq1ZdChpOCs'];2020-02-14

27kcZEJvhkb1rzZS9gCpdA;remember the mornings;67;202355;0;['Clinton Kane'];['7okSU80WTrn4LXlyXYbX3P'];2020-11-27

4Zp3rm12p5PiHToYJflmyy;Meet Again;57;273587;0;['KIMSEJEONG'];['1lFLniFTaPjYCtQZvDXpqu'];2020-12-20

0SjsIzJkZfDU7wlcdklEFR;John Brown's Song;66;185250;0;['Gregory Oberle'];['4MxqhahGRT4BPz1PilXGeu'];2020-03-20

1ZwZsVZUiyFwIHMNpI3ERt;Skyscraper;4;106002;0;['Emilie Chin'];['4USdOnfLczwUglA3TrdHs2'];2020-02-08

0NuWgxEp51CutD2pJoF4OM;blind;72;153293;0;['ROLE MODEL'];['1dy5WNgIKQU6ezkpZs4y8z'];2020-10-21

27Y1N4Q4U3EfDU5Ubw8ws2;What They'll Say About Us;70;187601;0;['FINNEAS'];['37M5pPGs6V1fchFJSgCguX'];2020-09-02

45XJsGpFTyzbzeWK8VzR8S;A Day At A Time;58;142003;0;['Gentle Bones', 'Clara Benin'];['4jGPdu95icCKVF31CcFKbS', '5ebPSE9YI5aLeZ1Z2gkqjn'];2021-03-05

5Ocn6dZ3BJFPWh4ylwFXtn;Mar de Emociones;38;214360;0;['Afrosound'];['0i4Qda0k4nf7jnNHmSNpYv'];2015-07-01
